comment,chunks
"Mon savoir est certain  et mes erreurs dangereuses sont dues à une inversion de ma logique. Bonne logique mais mal raisonnée. => apprentissage préalable non fait, ce qui résulte d’un manque de savoir  :)+ réviser avant, analyser les réponses dangereuses. Ne pas avoir la flemme de faire les calculs. ","['Mon savoir est certain  ', 'et mes erreurs dangereuses sont dues à une inversion de ma logique. Bonne logique mais mal raisonnée. => apprentissage préalable non fait, ce qui résulte d’un manque de savoir ', ' :)+ réviser avant, analyser les réponses dangereuses. Ne pas avoir la flemme de faire les calculs. ', '']"
"J’ai globalement un savoir fragile, une confiance assez limitée en mes connaissances  mais surement due aussi au manque de révision au retour des vacances. J’ai un bon nombre de réponses fausses (21) dont la moitié en moitié dangereuse  parfois liée à une incertitude d’autre fois lié à un pourcentage évalué trop ce qui n’était pas toujours réaliste.  Il faut en effet un travail plus rigoureux mais surtout plus régulier .","['J’ai globalement un savoir fragile, une confiance assez limitée en mes connaissances ', ' mais surement due aussi au manque de révision au retour des vacances. J’ai un bon nombre de réponses fausses (21) dont la moitié en moitié dangereuse ', ' parfois liée à une incertitude d’autre fois lié à un pourcentage évalué trop ce qui n’était pas toujours réaliste. ', ' Il faut en effet un travail plus rigoureux mais surtout plus régulier ', '.']"
"40/48 37 savoirs certains, 1 savoirs fragiles, 6 ignorances déclarées, 2 erreurs dangereuses, 2 erreurs présumées. Les erreurs dangereuses  : erreur d’inattention -> faire attention à bien lire les énoncés . Une où je pensais savoir alors que je n’ai jamais lu le chapitre sur la nomenclature . Question pentagone mal posée . Erreurs présumées et ignorances : mieux connaitre mon cours et réviser. Je n’ai pas révisé ni la diffraction ni la nomenclature ( A faire !) . Savoir fragile un seul donc ça va. Savoir certain : Top.  Conclusion plus m’entrainer sur les derniers chapitres (diffraction et nomenclature)","['40/48 37 savoirs certains, 1 savoirs fragiles, 6 ignorances déclarées, 2 erreurs dangereuses, 2 erreurs présumées. Les erreurs dangereuses  ', ': erreur d’inattention -> faire attention à bien lire les énoncés ', '. Une où je pensais savoir alors que je n’ai jamais lu le chapitre sur la nomenclature ', '. Question pentagone mal posée ', '. Erreurs présumées et ignorances : mieux connaitre mon cours et réviser. Je n’ai pas révisé ni la diffraction ni la nomenclature ( A faire !) ', '. Savoir fragile un seul donc ça va. Savoir certain : Top. ', ' Conclusion plus m’entrainer sur les derniers chapitres (diffraction et nomenclature)']"
J’ai des connaissances mais je ne lis pas toujours correctement les énoncés et fais des erreurs inattention en voulant aller trop vite (exemple : ne pas vérifier que 95 est multiple de 19 pensant que ce n’était pas le cas) ,"['J’ai des connaissances mais je ne lis pas toujours correctement les énoncés et fais des erreurs inattention en voulant aller trop vite (exemple : ne pas vérifier que 95 est multiple de 19 pensant que ce n’était pas le cas) ', '']"
"32 savoirs certains, 2 savoirs fragiles, 7 erreurs présumées, 4 erreurs dangereuses, 3 ignorance déclarée- > une erreur dangereuse due à faux énoncé . + d’erreurs présumées que d’erreurs dangereuses. et + de savoirs certains que de savoirs incertains => courbe en Jamais un peu trop d’erreurs dangereuses.","['32 savoirs certains, 2 savoirs fragiles, 7 erreurs présumées, 4 erreurs dangereuses, 3 ignorance déclarée- ', '> une erreur dangereuse due à faux énoncé ', '. + d’erreurs présumées que d’erreurs dangereuses. et + de savoirs certains que de savoirs incertains => courbe en Jamais un peu trop d’erreurs dangereuses.']"
Aucun commentaire,['Aucun commentaire']
"​-> une erreur dangereuse mal lue , sinon 2 erreurs sur les violons. A revoir notamment relation rad et degré (en symbole)  -> trop de doute fait changer l’intuition => faux -> pas d’ignorance déclarée et peu de certitude totale => reste autour de moyenne de certitude  -> pour le prochain test, moins me laisser déconcentrer par les bruits autour pour passer moins de temps à ressasser les questions  plus s’autoriser des 100%. ","['\u200b-> une erreur dangereuse mal lue ', ', sinon 2 erreurs sur les violons. A revoir notamment relation rad et degré (en symbole) ', ' -> trop de doute fait changer l’intuition => faux ', '-> pas d’ignorance déclarée et peu de certitude totale => reste autour de moyenne de certitude ', ' -> pour le prochain test, moins me laisser déconcentrer par les bruits autour pour passer moins de temps à ressasser les questions ', ' plus s’autoriser des 100%. ', '']"
"J’ai obtenu globalement d’avantages de réponses correctes que de réponses incorrectes (42/48)  car je me rappelle des phrases importantes du cours.  Cependant, je remarque un écart entre mes résultats et la courbe en J, particulièrement du côté des réponses correctes car j’ai obtenu 10 réponses savoir fragile cela révèle que je n’ai pas assez confiance en mes connaissances.  Je suis donc trop prudente , je pourrais ainsi devenir réaliste lors du prochain test en essayant d’avoir d’avantage confiance en mes connaissances  .","['J’ai obtenu globalement d’avantages de réponses correctes que de réponses incorrectes (42/48)  ', 'car je me rappelle des phrases importantes du cours. ', ' Cependant, je remarque un écart entre mes résultats et la courbe en J, particulièrement du côté des réponses correctes car j’ai obtenu 10 réponses savoir fragile cela révèle que je n’ai pas assez confiance en mes connaissances. ', ' Je suis donc trop prudente ', ', je pourrais ainsi devenir réaliste lors du prochain test en essayant d’avoir d’avantage confiance en mes connaissances  ', '.']"
"Beaucoup de réponses correctes/8 réponses incorrectes dont 2 dangereuses  à cause d’un manque de quelques connaissances.  Résultats montrent de la prudence  mais trop de doutes sur les réponses correctes -> manque de confiance en soi . Pour le prochain test, il faut moins de doutes sur les choses connues. ","['Beaucoup de réponses correctes/8 réponses incorrectes dont 2 dangereuses ', ' à cause d’un manque de quelques connaissances. ', ' Résultats montrent de la prudence ', ' mais trop de doutes sur les réponses correctes -> manque de confiance en soi ', '. Pour le prochain test, il faut moins de doutes sur les choses connues. ', '']"
"Globalement, il y a beaucoup de réponses correctes et quelques réponses incorrectes et ignorances . J’attribue ce score au fait que je n’ai pas encore révisé /repassé le dernier chapitre (diffraction) . Sinon la courbe en J est très semblable à mes résultats corrects mais différente à celle de mes résultats incorrects , je fais donc preuve d’un peu imprudence. ","['Globalement, il y a beaucoup de réponses correctes et quelques réponses incorrectes et ignorances ', '. J’attribue ce score au fait que je n’ai pas encore révisé /repassé le dernier chapitre (diffraction) ', '. Sinon la courbe en J est très semblable à mes résultats corrects mais différente à celle de mes résultats incorrects ', ', je fais donc preuve d’un peu imprudence. ', '']"
"Résultats : 45 savoirs certains et 3 erreurs dangereuses. 2 erreurs dangereuses  sur les objets colorés en lumière colorée/aux filtres -> erreurs récurrentes les années précédentes ->revoir synthèses soustractive et additive1  erreur dangereuse sur le groupement amide -> erreur habituelle : je confonds les amides et les amines En général, je suis assez sûre de moi concernant mes connaissances en physique-chimie mais en DS j’ai tendance à revenir sur ces certitudes . Ce test n’étant pas noté, le stress ne m’a pas fait douter du tout. ","['Résultats : 45 savoirs certains et 3 erreurs dangereuses. 2 erreurs dangereuses  ', 'sur les objets colorés en lumière colorée/aux filtres -> erreurs récurrentes les années précédentes ->revoir synthèses soustractive et additive1  ', 'erreur dangereuse sur le groupement amide -> erreur habituelle : je confonds les amides et les amines En général, je suis assez sûre de moi concernant mes connaissances en physique-chimie mais en DS j’ai tendance à revenir sur ces certitudes ', '. Ce test n’étant pas noté, le stress ne m’a pas fait douter du tout. ', '']"
"J’ai obtenu deux réponses incorrectes et dix-huit réponses correctes . Le savoir certain est dominant, peu de savoirs fragiles. Quelques erreurs dangereuses (2).  Je pense qu’il faut que je sois plus confiante pour la prochaine fois. ","['J’ai obtenu deux réponses incorrectes et dix-huit réponses correctes ', '. Le savoir certain est dominant, peu de savoirs fragiles. Quelques erreurs dangereuses (2).  ', 'Je pense qu’il faut que je sois plus confiante pour la prochaine fois. ', '']"
"Ca va, 13/20 c’est pas exceptionnel mais c’est pas super,  mais bon, des petites erreurs de temps en temps, c’est pas dramatique.  Mes réponses justes font un J mais pas les fausses , je suis trop prudent . Je ne sais pas…","['Ca va, 13/20 c’est pas exceptionnel mais c’est pas super, ', ' mais bon, des petites erreurs de temps en temps, c’est pas dramatique. ', ' Mes réponses justes font un J mais pas les fausses ', ', je suis trop prudent ', '. Je ne sais pas…']"
12 réponses correctes dont 9 savoirs certains et 3 réponses incorrectes sont 2 erreurs dangereuses. Y’a pas de courbe en J ,"['12 réponses correctes dont 9 savoirs certains et 3 réponses incorrectes sont 2 erreurs dangereuses. Y’a pas de courbe en J ', '']"
J’ai un résultat de 16/20 dont 3 réponses au hasard.  Mes erreurs : j’en ai 3 (2 dangereuses 1 résumée). Mes réponses justes : 14 dont 10 savoirs certains et 4 fragiles . Je pense qu’au lieu de mettre 90% je devrais mettre 100% car la plupart du temps j’ai juste. ,"['J’ai un résultat de 16/20 dont 3 réponses au hasard.  ', 'Mes erreurs : j’en ai 3 (2 dangereuses 1 résumée). Mes réponses justes : 14 dont 10 savoirs certains et 4 fragiles ', '. Je pense qu’au lieu de mettre 90% je devrais mettre 100% car la plupart du temps j’ai juste. ', '']"
Je suis content  car la plupart des réponses sont correctes mais quelques erreurs bêtes ,"['Je suis content ', ' car la plupart des réponses sont correctes mais quelques erreurs bêtes ', '']"
"Erreurs nombreuses (10/20), avec peu de savoirs fragiles (2/9) et un équilibre erreurs dangereuses / présumées.  Même si lors du test, j’ai malheureusement échangé les réponses de certaines questions (donc deux erreurs dangereuses pour rien) et d’autres étaient ambigües.  J’attends le prochain test avec hâte .","['Erreurs nombreuses (10/20), avec peu de savoirs fragiles (2/9) et un équilibre erreurs dangereuses / présumées.  ', 'Même si lors du test, j’ai malheureusement échangé les réponses de certaines questions (donc deux erreurs dangereuses pour rien) et d’autres étaient ambigües. ', ' J’attends le prochain test avec hâte ', '.']"
"Sur 20 questions, j’ai eu une seule erreur que j’ai jugée être sûre à 70%. Par rapport aux autres questions, j’ai obtenu un savoir fragile pour 9 questions (j’étais sûre de moi entre 60 et 70%) et j’ai obtenu un savoir certain pour 10 questions (dans lesquels j’étais sure de moi à 80%).  Pour certaines questions, j’ai voulu être prudente en mettant sur à 60% alors que j’avais un peu plus confiance dans ma réponse . Je retiens qu’il faut que je prenne un peu plus confiance en moi puisqu’en soi, j’ai compris les leçons (j’ai obtenu 19/20) ","['Sur 20 questions, j’ai eu une seule erreur que j’ai jugée être sûre à 70%. Par rapport aux autres questions, j’ai obtenu un savoir fragile pour 9 questions (j’étais sûre de moi entre 60 et 70%) et j’ai obtenu un savoir certain pour 10 questions (dans lesquels j’étais sure de moi à 80%). ', ' Pour certaines questions, j’ai voulu être prudente en mettant sur à 60% alors que j’avais un peu plus confiance dans ma réponse ', '. Je retiens qu’il faut que je prenne un peu plus confiance en moi puisqu’en soi, j’ai compris les leçons (j’ai obtenu 19/20) ', '']"
"Globalement je suis sûr de moi et je n’ai que peu d’erreurs. Pour les réponses correctes, j’ai une courbe en J mais pour les fausses, j’ai un J aplati.  Je devrais être plus prudent pour les prochains. ","['Globalement je suis sûr de moi et je n’ai que peu d’erreurs. Pour les réponses correctes, j’ai une courbe en J mais pour les fausses, j’ai un J aplati. ', ' Je devrais être plus prudent pour les prochains. ', '']"
"12/2070% pour réponse juste, certitude faible, Majoritairement : erreurs dangereuses. ","['12/2070% pour réponse juste, certitude faible, Majoritairement : erreurs dangereuses. ', '']"
"J’ai eu 12 réponses justes dont 11 où j’étais sûr à 100% et une incertaine. 2 questions ou j’ignorais la réponse, et 6 réponses fausses. Sur ces 6 réponses, j’étais dans l’erreur dangereuse 5 fois.  Je pense que je dois être plus prudent lorsque je réponds à une question , car je suis trop sûr de moi . Ma courbe de réponses correctes ressemble à un J tandis que sur ma courbe de réponses incorrectes ressemble à un J écrasé.","['J’ai eu 12 réponses justes dont 11 où j’étais sûr à 100% et une incertaine. 2 questions ou j’ignorais la réponse, et 6 réponses fausses. Sur ces 6 réponses, j’étais dans l’erreur dangereuse 5 fois. ', ' Je pense que je dois être plus prudent lorsque je réponds à une question ', ', car je suis trop sûr de moi ', '. Ma courbe de réponses correctes ressemble à un J tandis que sur ma courbe de réponses incorrectes ressemble à un J écrasé.']"
"Globalement, il y a beaucoup de bonnes réponses et peu d’ignorances. Cependant il y a 1 erreur dangereuse.  Je suis plutôt sûr de moi.  Il me faut mieux connaitre mon cours plus tard. ","['Globalement, il y a beaucoup de bonnes réponses et peu d’ignorances. Cependant il y a 1 erreur dangereuse. ', ' Je suis plutôt sûr de moi.  ', 'Il me faut mieux connaitre mon cours plus tard. ', '']"
"Sur 19 bonnes réponses, 15 sont en savoirs certains, 4 en savoir fragiles,  Il faut donc que je me fasse confiance . Sur 1 mauvaise réponse, une erreur présumée. Cela signifie que je suis prudente lorsque j’ai un doute . Il faut donc que je me fasse plus confiance pour avoir une meilleure courbe J dans les réponses justes. ","['Sur 19 bonnes réponses, 15 sont en savoirs certains, 4 en savoir fragiles,  ', 'Il faut donc que je me fasse confiance ', '. Sur 1 mauvaise réponse, une erreur présumée. Cela signifie que je suis prudente lorsque j’ai un doute ', '. Il faut donc que je me fasse plus confiance pour avoir une meilleure courbe J dans les réponses justes. ', '']"
"Il n’y a pas d’erreurs dangereuses et très peu d’erreurs présumées. Aucune ignorance, et peu de savoirs fragiles. Le savoir certain est dominant.  Pour avoir un bon résultat et de belles courbes, je pense qu’il faut prendre le temps de réfléchir  et que pour les calculs par exemple si on trouve le résultat il ne faut pas hésiter à être sûre de soi, et en général aussi, pas que pour les calculs. Il est probablement déconseillé que même si on n’est pas sûr de nos résultats ne pas mettre de pourcentage trop faible (50-60% )","['Il n’y a pas d’erreurs dangereuses et très peu d’erreurs présumées. Aucune ignorance, et peu de savoirs fragiles. Le savoir certain est dominant.  ', 'Pour avoir un bon résultat et de belles courbes, je pense qu’il faut prendre le temps de réfléchir  ', 'et que pour les calculs par exemple si on trouve le résultat il ne faut pas hésiter à être sûre de soi, et en général aussi, pas que pour les calculs. Il est probablement déconseillé que même si on n’est pas sûr de nos résultats ne pas mettre de pourcentage trop faible (50-60% ', ')']"
"Il y a globalement plus de bonnes réponses avec 14 savoirs certains, 1 savoir fragile, 2 erreurs présumées et 3 erreurs dangereuses. La courbe en J des réponses correctes est bien avec presque que du savoir certain. Mais la courbe J des réponses incorrectes n’est pas bonne car j’ai plus d’erreurs dangereuses que d’erreurs présumées.  Je peux donc espérer plus de réalisme en apprenant davantage. ","['Il y a globalement plus de bonnes réponses avec 14 savoirs certains, 1 savoir fragile, 2 erreurs présumées et 3 erreurs dangereuses. La courbe en J des réponses correctes est bien avec presque que du savoir certain. Mais la courbe J des réponses incorrectes n’est pas bonne car j’ai plus d’erreurs dangereuses que d’erreurs présumées. ', ' Je peux donc espérer plus de réalisme en apprenant davantage. ', '']"
"J’ai eu 18 réponses correctes, 16 savoirs certains, 2 savoirs fragiles, et 2 erreurs dangereuses. Je n’ai aucune ignorance. Mes résultats sont proches de la courbe en J apparaissant , on peut penser que je suis assez prudent . Pour le prochain test, j’éviterais la certitude 100% ","['J’ai eu 18 réponses correctes, 16 savoirs certains, 2 savoirs fragiles, et 2 erreurs dangereuses. Je n’ai aucune ignorance. Mes résultats sont proches de la courbe en J apparaissant ', ', on peut penser que je suis assez prudent ', '. Pour le prochain test, j’éviterais la certitude 100% ', '']"
Mes résultats sont de 16 savoirs certains et 4 erreurs dangereuses . Ces scores sont dus à mes connaissances.  La courbe en J et mes résultats sont de même cela révèle que je suis plus imprudent . Je pourrais devenir davantage réaliste lors de prochain test en acquérant (!) plus de connaissance. ,"['Mes résultats sont de 16 savoirs certains et 4 erreurs dangereuses ', '. Ces scores sont dus à mes connaissances. ', ' La courbe en J et mes résultats sont de même cela révèle que je suis plus imprudent ', '. Je pourrais devenir davantage réaliste lors de prochain test en acquérant (!) plus de connaissance. ', '']"
Il y a beaucoup de réponses correctes (14/20) 5 réponses d’ignorance et 1 réponse incorrecte . Il y a un écart entre ma courbe et la courbe en J  et cela révèle une imprudence. ,"['Il y a beaucoup de réponses correctes (14/20) 5 réponses d’ignorance et 1 réponse incorrecte ', '. Il y a un écart entre ma courbe et la courbe en J  ', 'et cela révèle une imprudence. ', '']"
Mon résultat est 17/20avec 3 erreurs dangereuses et 17 savoirs certains. Je n’ai pas eu d’ignorance.  Mes résultats d’après les courbes en J révèle de l’imprudence tout de même . Je pourrais être plus prudent sur ma certitude des réponses pour les prochains tests. ,"['Mon résultat est 17/20avec 3 erreurs dangereuses et 17 savoirs certains. Je n’ai pas eu d’ignorance. ', ' Mes résultats d’après les courbes en J révèle de l’imprudence tout de même ', '. Je pourrais être plus prudent sur ma certitude des réponses pour les prochains tests. ', '']"
"Il y a beaucoup de réponses correctes.  Les courbes en J sont plutôt écrasées  Trop prudent  Pour devenir davantage réaliste lors du prochain test, je vais mieux revoir mes cours. ","['Il y a beaucoup de réponses correctes. ', ' Les courbes en J sont plutôt écrasées ', ' Trop prudent ', ' Pour devenir davantage réaliste lors du prochain test, je vais mieux revoir mes cours. ', '']"
Il y a beaucoup de réponses correctes. Je ne suis jamais sûr à 100% mais beaucoup à 90%Souvent la réponse est correcte mais je suis sûr qu’à 70%Je n’ignore jamais. Les 3 réponses incorrectes sont réparties sur 90 80 et 70% . Il faut que j’aie un peu plus confiance en moi. ,"['Il y a beaucoup de réponses correctes. Je ne suis jamais sûr à 100% mais beaucoup à 90%Souvent la réponse est correcte mais je suis sûr qu’à 70%Je n’ignore jamais. Les 3 réponses incorrectes sont réparties sur 90 80 et 70% ', '. Il faut que j’aie un peu plus confiance en moi. ', '']"
"Il y a 13 réponses correctes avec un savoir certain , 0 savoir fragile, il y a donc un bon savoir. Sur les 3 réponses incorrectes, il y en a 2 dangereuses et une présumée.  Cela montre un peu trop d’imprudence . Sur l’ignorance déclarée, 3 sur 4 sont fausses. J’espère devenir réaliste en prenant plus mon temps  et en étant un peu plus prudent.  La courbe en J des erreurs était très aplatis alors que celle des bonnes réponses faisait un beau J.","['Il y a 13 réponses correctes avec un savoir certain , 0 savoir fragile, il y a donc un bon savoir. Sur les 3 réponses incorrectes, il y en a 2 dangereuses et une présumée. ', ' Cela montre un peu trop d’imprudence ', '. Sur l’ignorance déclarée, 3 sur 4 sont fausses. J’espère devenir réaliste en prenant plus mon temps ', ' et en étant un peu plus prudent.  ', 'La courbe en J des erreurs était très aplatis alors que celle des bonnes réponses faisait un beau J.']"
"J’ai eu 15/20 avec 4 réponses incorrectes dont 1 erreur dangereuse et 3 erreurs présumées, 2 ignorance, et 14 réponses correctes sont 1 savoir facile et 13 savoirs certains.  Ma courbe de réponses correctes augment bien, et pour ce qui est de ma courbe de réponses incorrectes, elle doit avoir plus de d’erreurs présumées à 60% ","['J’ai eu 15/20 avec 4 réponses incorrectes dont 1 erreur dangereuse et 3 erreurs présumées, 2 ignorance, et 14 réponses correctes sont 1 savoir facile et 13 savoirs certains. ', ' Ma courbe de réponses correctes augment bien, et pour ce qui est de ma courbe de réponses incorrectes, elle doit avoir plus de d’erreurs présumées à 60% ', '']"
"Globalement il y a eu beaucoup de réponses correctes, quelques réponses incorrectes et 0 ignorance.  J’étais à 100% sur pour quelques questions alors que j’ai eu faux.  Ca montre que je suis peut-être imprudent et sur , et que je devrai plus réfléchir sur les questions et mes connaissances ","['Globalement il y a eu beaucoup de réponses correctes, quelques réponses incorrectes et 0 ignorance. ', ' J’étais à 100% sur pour quelques questions alors que j’ai eu faux. ', ' Ca montre que je suis peut-être imprudent et sur ', ', et que je devrai plus réfléchir sur les questions et mes connaissances ', '']"
"Les questions m’ont semblé assez simples , je ne pensais pas avoir le résultat que j’ai eu (3 erreurs) . Cela me montre qu’il faut que je me fasse plus confiance.  Question après question, j’étais plutôt sûre de moi. ","['Les questions m’ont semblé assez simples ', ', je ne pensais pas avoir le résultat que j’ai eu (3 erreurs) ', '. Cela me montre qu’il faut que je me fasse plus confiance. ', ' Question après question, j’étais plutôt sûre de moi. ', '']"
"Il y a 9 réponses incorrectes et sur celles-ci 2 dangereuses et 7 présumées  : je ne suis vraiment pas sûr de moi : je pensais avoir encore plus de réponses fausses.  Le fait de doutais fais changer mon premier choix et mène aux erreurs. Même quand mes réponses sont justes, je doute quand même : j’ai souvent mis 80% car je suis assez sur et pour moi pas complètement. ","['Il y a 9 réponses incorrectes et sur celles-ci 2 dangereuses et 7 présumées  ', ': je ne suis vraiment pas sûr de moi : je pensais avoir encore plus de réponses fausses. ', ' Le fait de doutais fais changer mon premier choix et mène aux erreurs. Même quand mes réponses sont justes, je doute quand même : j’ai souvent mis 80% car je suis assez sur et pour moi pas complètement. ', '']"
"Globalement, il y a plus de réponses correctes que de réponses incorrectes, et aucune ignorance.  Dans les courbes obtenues à la suite de mon test, j’ai plutôt un degré de certitude élevé sur les réponses justes et sur les réponses fausses.  En comparaison avec les graphiques en J, j’ai tendance à être trop imprudente, ayant tort avec un degré de certitude élevé, commettant des erreurs dangereuses . Pour espérer être davantage réaliste, je devrais faire preuve de plus de prudence quant aux réponses où je ne suis pas très sûre de moi. ","['Globalement, il y a plus de réponses correctes que de réponses incorrectes, et aucune ignorance. ', ' Dans les courbes obtenues à la suite de mon test, j’ai plutôt un degré de certitude élevé sur les réponses justes et sur les réponses fausses.  ', 'En comparaison avec les graphiques en J, j’ai tendance à être trop imprudente, ayant tort avec un degré de certitude élevé, commettant des erreurs dangereuses ', '. Pour espérer être davantage réaliste, je devrais faire preuve de plus de prudence quant aux réponses où je ne suis pas très sûre de moi. ', '']"
"Globalement, je pense que m’en suis pas trop mal sortie… Je n’avais pas du tout relu mes cours auparavant donc quelques réponses étaient incertaines . Quelques fois j’ai trouvé les questions un peu ambiguës (par exemple le spectre RMN). -> déblindage . Je pense que je suis sûre de moi pour la plupart des questions . J’ai eu des doutes quelques fois et j’ai été un peu perturbée par le travail mental. Vers la fin j’étais un peu fatiguée  :).","['Globalement, je pense que m’en suis pas trop mal sortie… Je n’avais pas du tout relu mes cours auparavant donc quelques réponses étaient incertaines ', '. Quelques fois j’ai trouvé les questions un peu ambiguës (par exemple le spectre RMN). -> déblindage ', '. Je pense que je suis sûre de moi pour la plupart des questions ', '. J’ai eu des doutes quelques fois et j’ai été un peu perturbée par le travail mental. Vers la fin j’étais un peu fatiguée ', ' :).']"
"Des erreurs d’inattention , lorsqu’on a fini le test, il était 18h00.","['Des erreurs d’inattention ', ', lorsqu’on a fini le test, il était 18h00.']"
"Je viens de faire un DS de physique-chimie alors mes connaissances étaient à jour, cela a clairement participé à ce score.  J’étais confiant sur chacune de mes réponses . Toutefois, j’ai eu une faute sur une application numérique  qui révèle peut-être un excès de confiance qui peut se retourner contre moi.  Le test était instructif et a permis de revoir l’ensemble du programme, il m’a été très profitable. ","['Je viens de faire un DS de physique-chimie alors mes connaissances étaient à jour, cela a clairement participé à ce score. ', ' J’étais confiant sur chacune de mes réponses ', '. Toutefois, j’ai eu une faute sur une application numérique ', ' qui révèle peut-être un excès de confiance qui peut se retourner contre moi. ', ' Le test était instructif et a permis de revoir l’ensemble du programme, il m’a été très profitable. ', '']"
"Dans l’ensemble, je n’ai aucune réponse incorrecte et aucune ignorance . De manière générale, j’ai un savoir relativement certain, en ayant qu’un seul à 100%.  Je pense que je suis globalement réaliste sur mes connaissances mais je ne suis jamais à 100% (surtout après plusieurs heures de TPs avant… ), mais suivant les résultats que j’ai obtenu, il est logique de penser que j’aurais dû/ je devrais être sûre à 100%.  A l’avenir, avoir plus de confiance en mes capacités et en moi même pourrait me permettre de m’améliorer , même si je suis dans l’ensemble très satisfaite.  (Merci !)","['Dans l’ensemble, je n’ai aucune réponse incorrecte et aucune ignorance ', '. De manière générale, j’ai un savoir relativement certain, en ayant qu’un seul à 100%. ', ' Je pense que je suis globalement réaliste sur mes connaissances mais je ne suis jamais à 100% (surtout après plusieurs heures de TPs avant… ), mais suivant les résultats que j’ai obtenu, il est logique de penser que j’aurais dû/ je devrais être sûre à 100%. ', ' A l’avenir, avoir plus de confiance en mes capacités et en moi même pourrait me permettre de m’améliorer ', ', même si je suis dans l’ensemble très satisfaite. ', ' (Merci !)']"
J’ai eu beaucoup (~) de erreurs dangereuses mais en tout pas mal de réponse juste . Je pense que certaines questions que je maitrise j’y suis aller trop vite et ai donc commis des erreurs . J’ai était plutôt prudent mais c’est justifier car j’ai eu autant de fausses pas sûr que juste pas sûr.  Je pense que je suis bien réaliste de ce que je sais mais quand je sais que je sais je vais trop vite et commet des erreurs. Il faut donc prendre son temps et vérifier même si on est sûr de la réponse. ,"['J’ai eu beaucoup (~) de erreurs dangereuses mais en tout pas mal de réponse juste ', '. Je pense que certaines questions que je maitrise j’y suis aller trop vite et ai donc commis des erreurs ', '. J’ai était plutôt prudent mais c’est justifier car j’ai eu autant de fausses pas sûr que juste pas sûr.  ', 'Je pense que je suis bien réaliste de ce que je sais mais quand je sais que je sais je vais trop vite et commet des erreurs. Il faut donc prendre son temps et vérifier même si on est sûr de la réponse. ', '']"
"Il y a une majorité de réponses correctes , en revanche, des erreurs d’inattention dans la lecture des questions donnent lieues à certaines erreurs dangereuses qui n’avaient pas lieu d’être.  De plus, je pense aussi avoir été trop confiante dans mes résultats.  Il faut donc que je prenne plus de temps pour répondre & lire les questions la prochaine fois.  BONUS : il faudrait faire le test à un autre moment de la journée -> 17h30 étant trop tard :)","['Il y a une majorité de réponses correctes ', ', en revanche, des erreurs d’inattention dans la lecture des questions donnent lieues à certaines erreurs dangereuses qui n’avaient pas lieu d’être. ', ' De plus, je pense aussi avoir été trop confiante dans mes résultats. ', ' Il faut donc que je prenne plus de temps pour répondre & lire les questions la prochaine fois. ', ' BONUS : il faudrait faire le test à un autre moment de la journée -> 17h30 étant trop tard :)']"
"19/24 : savoir certain : 13savoir fragile : 6erreur présumée : 3erreur dangereuse : 2 -> il y a un nombre moyen de réponses correctes J’attribue ce score global à la chance . -> écarts pas énormes mais pas faibles non plus|-> à améliorer : un peu d’imprudence-> se faire plus confiance, se fier à l’intuition ","['19/24 : savoir certain : 13savoir fragile : 6erreur présumée : 3erreur dangereuse : 2 ', '-> il y a un nombre moyen de réponses correctes J’attribue ce score global à la chance ', '. -> écarts pas énormes mais pas faibles non plus|-> à améliorer : un peu d’imprudence-> se faire plus confiance, se fier à l’intuition ', '']"
"Globalement, il y a beaucoup de réponses correctes, (17 sur 24) , la plupart étant jugée de manière réaliste . Je n’ai aucune ignorance et relativement peu d’erreurs. Cependant, la plupart de mes erreurs sont dangereuses : je pensais avoir juste. Donc, je suis un peu trop sûr de moi . Mais je suis quand même relativement prudent  (5 questions sur 24). Il n’y a aucune d’ignorance : je ne veux donc pas monter que je ne sais pas , peut-être. je suis donc un peu imprudent.","['Globalement, il y a beaucoup de réponses correctes, (17 sur 24) ', ', la plupart étant jugée de manière réaliste ', '. Je n’ai aucune ignorance et relativement peu d’erreurs. Cependant, la plupart de mes erreurs sont dangereuses : je pensais avoir juste. Donc, je suis un peu trop sûr de moi ', '. Mais je suis quand même relativement prudent ', ' (5 questions sur 24). Il n’y a aucune d’ignorance : je ne veux donc pas monter que je ne sais pas ', ', peut-être. je suis donc un peu imprudent.']"
