id,document,Tags,content
3992119,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Il y a globalement des réponses correctes même si beaucoup sont incertaines, et une seule erreur dangereuse"
3992121,Commentaires_globaux_Test_1et2,StratKldg,due à une mauvaise lecture du document.
3992123,Commentaires_globaux_Test_1et2,StratKldg,Il faut dont être davantage sûr de mon savoir en révisant mes bases
3992125,Commentaires_globaux_Test_1et2,CTRL,mieux lire les documents
3992129,Commentaires_globaux_Test_1et2,DomKldg,Mes connaissances sont donc suffisantes
3992130,Commentaires_globaux_Test_1et2,MonCal.Interpret,mon jugement globalement réaliste même si trop prudent.
,,,
3992132,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Il y a beaucoup de réponses correctes (41) quelques réponses incorrectes (7) et pas d’ignorance.
3992133,Commentaires_globaux_Test_1et2,StratKldg,"Les réponses incorrectes sont dues à une mauvaise lecture de l’énoncé, à une question étrange (pentagone) et à quelques erreurs d’inattention."
3992134,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,"Dans l’ensemble, les réponses justes sont certaines."
3992135,Commentaires_globaux_Test_1et2,CTRL,"Pour le prochain test, il faudra que je lise mieux l’énoncé et que j’utilise les bons graphiques."
,,,
3992136,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,J’ai un manque (léger) de confiance
3992139,Commentaires_globaux_Test_1et2,CTRL,Il faut maintenant que j’ose être à 100% sur de mes réponses.
,,,
3994042,Commentaires_globaux_Test_1et2,StratKldg,J’ai fait des erreurs d’inattention tel que l’analyse dimensionnelle où je n’ai pas fait attention à m. s-1
3992141,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,je remarque que je suis trop sûr de moi même un peu trop.
,,,
3992142,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement, il y a beaucoup de réponses exactes et assez d’ignorances"
3992145,Commentaires_globaux_Test_1et2,StratKldg,je ne suis pas assez attentive car les 5 erreurs dangereuses que j’ai faites sont en fait des erreurs inattention
3992146,Commentaires_globaux_Test_1et2,StratKldg,mon travail n’est pas assez approfondi.
,,,
3992149,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Mon savoir est certain
3994053,Commentaires_globaux_Test_1et2,StratKldg,"apprentissage préalable non fait, ce qui résulte d’un manque de savoir"
3994055,Commentaires_globaux_Test_1et2,CTRL,"réviser avant, analyser les réponses dangereuses. Ne pas avoir la flemme de faire les calculs."
,,,
3992155,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"J’ai globalement un savoir fragile, une confiance assez limitée en mes connaissances"
3992162,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’ai un bon nombre de réponses fausses (21) dont la moitié en moitié dangereuse
3992164,Commentaires_globaux_Test_1et2,MonCal.Interpret,parfois liée à une incertitude d’autre fois lié à un pourcentage évalué trop ce qui n’était pas toujours réaliste.
3992166,Commentaires_globaux_Test_1et2,CTRL,Il faut en effet un travail plus rigoureux mais surtout plus régulier
,,,
3992168,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,"40/48 37 savoirs certains, 1 savoirs fragiles, 6 ignorances déclarées, 2 erreurs dangereuses, 2 erreurs présumées. Les erreurs dangereuses"
3992170,Commentaires_globaux_Test_1et2,CTRL,erreur d’inattention -> faire attention à bien lire les énoncés
3992174,Commentaires_globaux_Test_1et2,DomKldg,Une où je pensais savoir alors que je n’ai jamais lu le chapitre sur la nomenclature
3992182,Commentaires_globaux_Test_1et2,DomKldg,Je n’ai pas révisé ni la diffraction ni la nomenclature ( A faire !)
3992183,Commentaires_globaux_Test_1et2,BDS.Emotions,Savoir fragile un seul donc ça va. Savoir certain : Top.
,,,
3992186,Commentaires_globaux_Test_1et2,StratKldg,J’ai des connaissances mais je ne lis pas toujours correctement les énoncés et fais des erreurs inattention en voulant aller trop vite (exemple : ne pas vérifier que 95 est multiple de 19 pensant que ce n’était pas le cas)
,,,
3992189,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"32 savoirs certains, 2 savoirs fragiles, 7 erreurs présumées, 4 erreurs dangereuses, 3 ignorance déclarée-"
,,,
3992199,Commentaires_globaux_Test_1et2,StratKldg,une erreur dangereuse mal lue
3993424,Commentaires_globaux_Test_1et2,DomKldg,2 erreurs sur les violons. A revoir notamment relation rad et degré (en symbole)
3992207,Commentaires_globaux_Test_1et2,StratKldg,trop de doute fait changer l’intuition => faux
3992209,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,pas d’ignorance déclarée et peu de certitude totale => reste autour de moyenne de certitude
3992210,Commentaires_globaux_Test_1et2,CTRL,"pour le prochain test, moins me laisser déconcentrer par les bruits autour pour passer moins de temps à ressasser les questions"
3992211,Commentaires_globaux_Test_1et2,CTRL,plus s’autoriser des 100%.
,,,
3992212,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’ai obtenu globalement d’avantages de réponses correctes que de réponses incorrectes (42/48)
3992214,Commentaires_globaux_Test_1et2,DomKldg,je me rappelle des phrases importantes du cours.
4010491,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,cela révèle que je n’ai pas assez confiance en mes connaissances.
4010493,Commentaires_globaux_Test_1et2,MonCal.Interpret,Je suis donc trop prudente
3992218,Commentaires_globaux_Test_1et2,CTRL,je pourrais ainsi devenir réaliste lors du prochain test en essayant d’avoir d’avantage confiance en mes connaissances
,,,
3992220,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,Beaucoup de réponses correctes/8 réponses incorrectes dont 2 dangereuses
3992222,Commentaires_globaux_Test_1et2,DomKldg,à cause d’un manque de quelques connaissances.
4010498,Commentaires_globaux_Test_1et2,MonCal.Interpret,Résultats montrent de la prudence
4010500,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,mais trop de doutes sur les réponses correctes -> manque de confiance en soi
3992226,Commentaires_globaux_Test_1et2,CTRL,"Pour le prochain test, il faut moins de doutes sur les choses connues."
,,,
3992227,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement, il y a beaucoup de réponses correctes et quelques réponses incorrectes et ignorances"
3992229,Commentaires_globaux_Test_1et2,DomKldg,J’attribue ce score au fait que je n’ai pas encore révisé /repassé le dernier chapitre (diffraction)
3992231,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,Sinon la courbe en J est très semblable à mes résultats corrects mais différente à celle de mes résultats incorrects
3992233,Commentaires_globaux_Test_1et2,MonCal.Interpret,je fais donc preuve d’un peu imprudence.
,,,
3992234,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Résultats : 45 savoirs certains et 3 erreurs dangereuses. 2 erreurs dangereuses
3992235,Commentaires_globaux_Test_1et2,DomKldg,erreurs dangereuses sur les objets colorés en lumière colorée/aux filtres -> erreurs récurrentes les années précédentes ->revoir synthèses soustractive et additive1
3992238,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"En général, je suis assez sûre de moi concernant mes connaissances en physique-chimie mais en DS j’ai tendance à revenir sur ces certitudes"
3992240,Commentaires_globaux_Test_1et2,StratKldg,"Ce test n’étant pas noté, le stress ne m’a pas fait douter du tout."
,,,
3992853,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’ai obtenu deux réponses incorrectes et dix-huit réponses correctes
3992857,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,"Le savoir certain est dominant, peu de savoirs fragiles. Quelques erreurs dangereuses (2)."
3992861,Commentaires_globaux_Test_1et2,CTRL,e pense qu’il faut que je sois plus confiante pour la prochaine fois.
,,,
3992870,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Ca va, 13/20 c’est pas exceptionnel mais c’est pas super,"
3992875,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,Mes réponses justes font un J mais pas les fausses
3992879,Commentaires_globaux_Test_1et2,MonCal.Interpret,je suis trop prudent
,,,
3992882,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,12 réponses correctes dont 9 savoirs certains et 3 réponses incorrectes sont 2 erreurs dangereuses. Y’a pas de courbe en J
,,,
3992883,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’ai un résultat de 16/20 dont 3 réponses au hasard.
3993447,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,Mes erreurs : j’en ai 3 (2 dangereuses 1 résumée). Mes réponses justes : 14 dont 10 savoirs certains et 4 fragiles
3992887,Commentaires_globaux_Test_1et2,CTRL,Je pense qu’au lieu de mettre 90% je devrais mettre 100% car la plupart du temps j’ai juste.
,,,
3992891,Commentaires_globaux_Test_1et2,BDS.Emotions,Je suis content
3992895,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,la plupart des réponses sont correctes mais quelques erreurs bêtes
,,,
3992909,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Erreurs nombreuses (10/20), avec peu de savoirs fragiles (2/9) et un équilibre erreurs dangereuses / présumées."
3992914,Commentaires_globaux_Test_1et2,StratKldg,"Même si lors du test, j’ai malheureusement échangé les réponses de certaines questions (donc deux erreurs dangereuses pour rien) et d’autres étaient ambigües."
3992920,Commentaires_globaux_Test_1et2,MotOrient.Value,J’attends le prochain test avec hâte
,,,
3992925,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Sur 20 questions, j’ai eu une seule erreur que j’ai jugée être sûre à 70%. Par rapport aux autres questions, j’ai obtenu un savoir fragile pour 9 questions (j’étais sûre de moi entre 60 et 70%) et j’ai obtenu un savoir certain pour 10 questions (dans lesquels j’étais sure de moi à 80%)."
3992927,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"Je retiens qu’il faut que je prenne un peu plus confiance en moi puisqu’en soi, j’ai compris les leçons (j’ai obtenu 19/20)"
3992929,Commentaires_globaux_Test_1et2,StratKldg,"Pour certaines questions, j’ai voulu être prudente en mettant sur à 60% alors que j’avais un peu plus confiance dans ma réponse"
,,,
3992934,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement je suis sûr de moi et je n’ai que peu d’erreurs. Pour les réponses correctes, j’ai une courbe en J mais pour les fausses, j’ai un J aplati."
3992936,Commentaires_globaux_Test_1et2,CTRL,Je devrais être plus prudent pour les prochains.
,,,
3992939,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"2/2070% pour réponse juste, certitude faible, Majoritairement : erreurs dangereuses."
,,,
3992942,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"J’ai eu 12 réponses justes dont 11 où j’étais sûr à 100% et une incertaine. 2 questions ou j’ignorais la réponse, et 6 réponses fausses. Sur ces 6 réponses, j’étais dans l’erreur dangereuse 5 fois."
4010505,Commentaires_globaux_Test_1et2,CTRL,Je pense que je dois être plus prudent lorsque je réponds à une question
4010506,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,je suis trop sûr de moi
,,,
3992952,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement, il y a beaucoup de bonnes réponses et peu d’ignorances. Cependant il y a 1 erreur dangereuse."
3992955,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Je suis plutôt sûr de moi.
3992956,Commentaires_globaux_Test_1et2,DomKldg,Il me faut mieux connaitre mon cours plus tard.
,,,
3992959,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Sur 19 bonnes réponses, 15 sont en savoirs certains, 4 en savoir fragiles,"
3992961,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Il faut donc que je me fasse confiance
3992966,Commentaires_globaux_Test_1et2,MonCal.Interpret,Cela signifie que je suis prudente lorsque j’ai un doute
3992971,Commentaires_globaux_Test_1et2,CTRL,Il faut donc que je me fasse plus confiance pour avoir une meilleure courbe J dans les réponses justes.
,,,
3992977,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Il n’y a pas d’erreurs dangereuses et très peu d’erreurs présumées. Aucune ignorance, et peu de savoirs fragiles. Le savoir certain est dominant."
3992984,Commentaires_globaux_Test_1et2,CTRL,"Pour avoir un bon résultat et de belles courbes, je pense qu’il faut prendre le temps de réfléchir"
3993472,Commentaires_globaux_Test_1et2,CTRL,"pour les calculs par exemple si on trouve le résultat il ne faut pas hésiter à être sûre de soi, et en général aussi, pas que pour les calculs. Il est probablement déconseillé que même si on n’est pas sûr de nos résultats ne pas mettre de pourcentage trop faible (50-60%"
,,,
3992995,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Il y a globalement plus de bonnes réponses avec 14 savoirs certains, 1 savoir fragile, 2 erreurs présumées et 3 erreurs dangereuses. La courbe en J des réponses correctes est bien avec presque que du savoir certain. Mais la courbe J des réponses incorrectes n’est pas bonne car j’ai plus d’erreurs dangereuses que d’erreurs présumées."
3992998,Commentaires_globaux_Test_1et2,MonCal.Interpret,e peux donc espérer plus de réalisme en apprenant davantage.
,,,
3993002,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"J’ai eu 18 réponses correctes, 16 savoirs certains, 2 savoirs fragiles, et 2 erreurs dangereuses. Je n’ai aucune ignorance. Mes résultats sont proches de la courbe en J apparaissant"
3993003,Commentaires_globaux_Test_1et2,MonCal.Interpret,on peut penser que je suis assez prudent
3993004,Commentaires_globaux_Test_1et2,CTRL,"Pour le prochain test, j’éviterais la certitude 100%"
,,,
3993009,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,Mes résultats sont de 16 savoirs certains et 4 erreurs dangereuses
3993019,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Ces scores sont dus à mes connaissances.
3993027,Commentaires_globaux_Test_1et2,MonCal.Interpret,La courbe en J et mes résultats sont de même cela révèle que je suis plus imprudent
3993030,Commentaires_globaux_Test_1et2,CTRL,Je pourrais devenir davantage réaliste lors de prochain test en acquérant (!) plus de connaissance.
,,,
3993031,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Il y a beaucoup de réponses correctes (14/20) 5 réponses d’ignorance et 1 réponse incorrecte
3993034,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,Il y a un écart entre ma courbe et la courbe en J
3993036,Commentaires_globaux_Test_1et2,MonCal.Interpret,cela révèle une imprudence.
,,,
3993056,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Mon résultat est 17/20avec 3 erreurs dangereuses et 17 savoirs certains. Je n’ai pas eu d’ignorance.
3993063,Commentaires_globaux_Test_1et2,MonCal.Interpret,Mes résultats d’après les courbes en J révèle de l’imprudence tout de même
3993069,Commentaires_globaux_Test_1et2,CTRL,Je pourrais être plus prudent sur ma certitude des réponses pour les prochains tests.
,,,
3993074,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Il y a beaucoup de réponses correctes.
3993075,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,Les courbes en J sont plutôt écrasées
3993076,Commentaires_globaux_Test_1et2,MonCal.Interpret,Trop prudent
3993084,Commentaires_globaux_Test_1et2,CTRL,"Pour devenir davantage réaliste lors du prochain test, je vais mieux revoir mes cours."
,,,
3993089,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Il y a beaucoup de réponses correctes. Je ne suis jamais sûr à 100% mais beaucoup à 90%Souvent la réponse est correcte mais je suis sûr qu’à 70%Je n’ignore jamais. Les 3 réponses incorrectes sont réparties sur 90 80 et 70%
3993090,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Il faut que j’aie un peu plus confiance en moi.
,,,
3993092,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Il y a 13 réponses correctes avec un savoir certain , 0 savoir fragile, il y a donc un bon savoir. Sur les 3 réponses incorrectes, il y en a 2 dangereuses et une présumée."
3993096,Commentaires_globaux_Test_1et2,MonCal.Interpret,Cela montre un peu trop d’imprudence
3993106,Commentaires_globaux_Test_1et2,CTRL,J’espère devenir réaliste en prenant plus mon temps
3993107,Commentaires_globaux_Test_1et2,CTRL,en étant un peu plus prudent.
,,,
3993115,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"J’ai eu 15/20 avec 4 réponses incorrectes dont 1 erreur dangereuse et 3 erreurs présumées, 2 ignorance, et 14 réponses correctes sont 1 savoir facile et 13 savoirs certains."
3993117,Commentaires_globaux_Test_1et2,MonCal.Interpret,"Ma courbe de réponses correctes augment bien, et pour ce qui est de ma courbe de réponses incorrectes, elle doit avoir plus de d’erreurs présumées à 60%"
,,,
4011989,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement il y a eu beaucoup de réponses correctes, quelques réponses incorrectes et 0 ignorance."
4011991,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,J’étais à 100% sur pour quelques questions alors que j’ai eu faux.
4012000,Commentaires_globaux_Test_1et2,MonCal.Interpret,Ca montre que je suis peut-être imprudent et sur
4012016,Commentaires_globaux_Test_1et2,CTRL,je devrai plus réfléchir sur les questions et mes connaissances
,,,
4012020,Commentaires_globaux_Test_1et2,MotOrient.Value,Les questions m’ont semblé assez simples
4012031,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,je ne pensais pas avoir le résultat que j’ai eu (3 erreurs)
4012035,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Cela me montre qu’il faut que je me fasse plus confiance.
4012046,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,"Question après question, j’étais plutôt sûre de moi."
,,,
4012055,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Il y a 9 réponses incorrectes et sur celles-ci 2 dangereuses et 7 présumées
4012093,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,je ne suis vraiment pas sûr de moi : je pensais avoir encore plus de réponses fausses.
4012175,Commentaires_globaux_Test_1et2,StratKldg,"Le fait de doutais fais changer mon premier choix et mène aux erreurs. Même quand mes réponses sont justes, je doute quand même : j’ai souvent mis 80% car je suis assez sur et pour moi pas complètement."
,,,
4012177,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement, il y a plus de réponses correctes que de réponses incorrectes, et aucune ignorance."
4012180,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,"Dans les courbes obtenues à la suite de mon test, j’ai plutôt un degré de certitude élevé sur les réponses justes et sur les réponses fausses."
4012192,Commentaires_globaux_Test_1et2,MonCal.Interpret,"En comparaison avec les graphiques en J, j’ai tendance à être trop imprudente, ayant tort avec un degré de certitude élevé, commettant des erreurs dangereuses"
4012195,Commentaires_globaux_Test_1et2,CTRL,"Pour espérer être davantage réaliste, je devrais faire preuve de plus de prudence quant aux réponses où je ne suis pas très sûre de moi."
,,,
4012205,Commentaires_globaux_Test_1et2,DomKldg,Je n’avais pas du tout relu mes cours auparavant donc quelques réponses étaient incertaines
4012201,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Je pense que je suis sûre de moi pour la plupart des questions
4012203,Commentaires_globaux_Test_1et2,BDS.Emotions,Vers la fin j’étais un peu fatiguée
,,,
4012206,Commentaires_globaux_Test_1et2,StratKldg,Des erreurs d’inattention
,,,
4012210,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"Je viens de faire un DS de physique-chimie alors mes connaissances étaient à jour, cela a clairement participé à ce score."
4012213,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,J’étais confiant sur chacune de mes réponses
4012217,Commentaires_globaux_Test_1et2,DomKldg,"Toutefois, j’ai eu une faute sur une application numérique"
4012220,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,un excès de confiance qui peut se retourner contre moi.
4012226,Commentaires_globaux_Test_1et2,MotOrient.Value,"Le test était instructif et a permis de revoir l’ensemble du programme, il m’a été très profitable."
,,,
4012233,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Dans l’ensemble, je n’ai aucune réponse incorrecte et aucune ignorance"
4012239,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,"De manière générale, j’ai un savoir relativement certain, en ayant qu’un seul à 100%."
4012250,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"A l’avenir, avoir plus de confiance en mes capacités et en moi même pourrait me permettre de m’améliorer"
4012253,Commentaires_globaux_Test_1et2,BDS.Emotions,je suis dans l’ensemble très satisfaite.
4012264,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"suivant les résultats que j’ai obtenu, il est logique de penser que j’aurais dû/ je devrais être sûre à 100%."
,,,
4013035,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’ai eu beaucoup (~) de erreurs dangereuses mais en tout pas mal de réponse juste
4013038,Commentaires_globaux_Test_1et2,StratKldg,Je pense que certaines questions que je maitrise j’y suis aller trop vite et ai donc commis des erreurs
4013049,Commentaires_globaux_Test_1et2,MonCal.Interpret,J’ai était plutôt prudent mais c’est justifier car j’ai eu autant de fausses pas sûr que juste pas sûr.
4013051,Commentaires_globaux_Test_1et2,CTRL,Il faut donc prendre son temps et vérifier même si on est sûr de la réponse.
,,,
4013053,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Il y a une majorité de réponses correctes
4013056,Commentaires_globaux_Test_1et2,StratKldg,"en revanche, des erreurs d’inattention dans la lecture des questions donnent lieues à certaines erreurs dangereuses qui n’avaient pas lieu d’être."
4013059,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"De plus, je pense aussi avoir été trop confiante dans mes résultats."
4013063,Commentaires_globaux_Test_1et2,CTRL,Il faut donc que je prenne plus de temps pour répondre & lire les questions la prochaine fois.
,,,
4013068,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,19/24 : savoir certain : 13savoir fragile : 6erreur présumée : 3erreur dangereuse : 2
4013071,Commentaires_globaux_Test_1et2,CTRL,"à améliorer : un peu d’imprudence-> se faire plus confiance, se fier à l’intuition"
4013076,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,J’attribue ce score global à la chance
,,,
4013077,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Globalement, il y a beaucoup de réponses correctes, (17 sur 24)"
4013086,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,la plupart étant jugée de manière réaliste
4013092,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"Cependant, la plupart de mes erreurs sont dangereuses : je pensais avoir juste. Donc, je suis un peu trop sûr de moi"
4013098,Commentaires_globaux_Test_1et2,MonCal.Interpret,Mais je suis quand même relativement prudent
4013104,Commentaires_globaux_Test_1et2,StratKldg,je ne veux donc pas monter que je ne sais pas
,,,
4013111,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Grosso modo la quantité de réponse juste et de réponses fausses sont presque les mêmes.
4013115,Commentaires_globaux_Test_1et2,StratKldg,le fait de n’avoir fait aucunes révisions augmentent les réponses erreurs dangereuses et erreur présumée
4013119,Commentaires_globaux_Test_1et2,StratKldg,"Vers la fin, j’avais aussi envie de terminer plus rapidement, donc j’ai répondu un peu rapidement, avec un degré de confiance plus faible"
4013122,Commentaires_globaux_Test_1et2,BDS.Emotions,je suis satisfaite
,,,
4013132,Commentaires_globaux_Test_1et2,DomKldg,Mes réponses correctes sont celles sur les chapitres que je maîtrisait le plus et sur les chapitres les plus récentes.
4013135,Commentaires_globaux_Test_1et2,DomKldg,"Le chapitre sur les ondes mécaniques au début de l’année, j’ai eu des réponses incorrectes dessous, puisque j’avais oublié la leçon."
4013136,Commentaires_globaux_Test_1et2,MonCal.Interpret,J’ai été imprudente sur plusieurs questions
4013138,Commentaires_globaux_Test_1et2,StratKldg,parfois je ne comprenais pas et donc je répondais au hasard.
,,,
4013143,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"J’ai eu beaucoup de réponses correctes, seulement 2 incorrectes."
4013146,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,Ces deux réponses incorrectes étaient des erreurs présumées.
4013148,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,J’espère devenir davantage réaliste car j’ai été très peu sûr lors de mes réponses malgré un grand nombre de réponses justes.
,,,
4013151,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"J’ai eu quatre réponses fausses, dont une dangereuse. Je n’ai eu aucune ignorance, mais je n’étais pas absolument sûre de la plupart de mes réponses."
4013153,Commentaires_globaux_Test_1et2,DomKldg,Mes connaissances sont satisfaisantes
4013162,Commentaires_globaux_Test_1et2,CTRL,"Je pense donc que pour être plus réaliste, je devrais me faire plus confiance,"
4013164,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"c’est un gros problème que j’ai depuis très longtemps ! Je voudrais donc finir par dire merci pour ce test, c’était un bon boost de confiance ! :)"
4013167,Commentaires_globaux_Test_1et2,StratKldg,"il faut que j’avoue avoir répondu à toutes les questions en mettant que je n’étais vraiment pas sûre, puis j’avais relu une deuxième fois en essayant d’être plus confiante dans les réponses que j’avais mise"
,,,
4013169,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’étais globalement assez cohérente dans mon degré de certitude et la justesse de mes réponses
4013173,Commentaires_globaux_Test_1et2,StratKldg,"Je cherche peut-être trop les pièges (après vérification avec le professeur, mon raisonnement était juste même si noté faux)"
,,,
4013178,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,J’ai une majorité de réponses correctes mais je n’ose jamais être sûr à 100%. Toutes mes fautes ont été pressenties mais certaines réponses correctes n’étaient pas certaines.
4013187,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Je pense que cela montre que je n’ai pas entièrement confiance à mon savoir mais que je sais mes limites de mes connaissances.
,,,
4013191,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,Je pense ne pas être assez sûr de moi pour certaines questions
,,,
4013200,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,J’ai 2 réponses incorrectes qui sont toutes les 2 des réponses dangereuses. J’ai plus de savoir certain que fragile (18>4).
,,,
4013203,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,(17/24)5 réponses fausses3 ignorance16 réponses correctes
4013207,Commentaires_globaux_Test_1et2,StratKldg,Le graphe des réponses incorrectes ne me parait logique (sa forme) car j’ai trop tendance à assumer des choses que je ne connais pas
4013214,Commentaires_globaux_Test_1et2,DomKldg,je ne connaisse pas ma leçon de chimie et que je comprends assez bien la physique.
4013218,Commentaires_globaux_Test_1et2,CTRL,Pour le prochain test (s’il y en a un) il faudra que j’apprenne mieux ma leçon de chimie.
,,,
4013226,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"Pour la plupart des questions, j’ai plutôt bien réussi à dire si j’allais avoir juste ou non"
4013233,Commentaires_globaux_Test_1et2,MonCal.Interpret,C’est quand même intéressant de voir sur quelles questions on a fait une erreur dangereuse car je me suis rendu compte que je faisais quelques erreurs bêtes. *
4013235,Commentaires_globaux_Test_1et2,MonCal.Interpret,même si j’ai été plutôt prudente
4013238,Commentaires_globaux_Test_1et2,CTRL,"Pour espérer devenir davantage réaliste, je pourrais plus me faire confiance lorsque je sens que c’est la bonne réponse"
,,,
4013244,Commentaires_globaux_Test_1et2,MonCal.Facts.DC,J’observe une bonne certitude sur une majorité des questions
4013248,Commentaires_globaux_Test_1et2,DomKldg,à part peut-être pour certains concepts de la chimie.
,,,
4013250,Commentaires_globaux_Test_1et2,MotOrient.SelfEff,"Globalement, le test m’a donné de la confiance dans mes connaissances"
4013253,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,"La majorité des questions sont correctes, mais certaines incorrectes n’ont pas été détecté."
,,,
4013258,Commentaires_globaux_Test_1et2,MonCal.Interpret,Beaucoup d’incertitude (trop prudent)
4013263,Commentaires_globaux_Test_1et2,CTRL,prendre plus de temps pour réfléchir et avoir plus de connaissances.
,,,
4013322,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Globalement presque la majorité de mes réponses si situent dans un savoir certain (19/40)
4013326,Commentaires_globaux_Test_1et2,MonCal.Interpret,Cependant trop d’erreurs dangereuses (7/40)
,,,
4013331,Commentaires_globaux_Test_1et2,MonCal.Facts.RF,Il y a globalement beaucoup de réponses correctes et principalement certaines mais trop de réponses fausses dangereuses (7)
4013337,Commentaires_globaux_Test_1et2,DomKldg,surement dû à une mauvaise compréhension de cette partie du cours
,,,
